Id	sexo	ind	vista	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30
f28	f	f28	l	-0.008793598564184189	-0.040133939179080105	0.0064709246849858765	0.02190218264320977	0.010599285373841975	-0.0023919828257036964	0.008975489866160846	-0.0026201164585335783	-0.008393732471232708	1.9272445793371354E-4	6.646645495505994E-4	0.009507913347871468	-0.0024483512441198594	-5.571605001906769E-4	-0.004597581053834276	2.44383277915401E-4	1.918606191593042E-4	0.0024636335882612156	-0.002453547621352291	-0.0030723838116967347	-7.711806460915212E-4	-6.803543645037644E-4	-1.0909882713474933E-4	3.042009022144003E-4	-4.218871912190208E-4	-1.923099490277238E-4	-3.0416747166818166E-4	4.655938109351433E-5	-9.886864854263537E-5	-9.04911600943945E-5
f29	f	f29	l	-0.018549613612679844	-0.006159914612078289	0.007062046395484013	0.009100779332313591	0.005626267540759395	0.003873468204361735	-5.108310455405399E-4	-9.391924678563196E-4	0.002881515993778755	0.00253667021371135	0.009723126290152765	-0.001977670973050691	0.002382441250068899	-0.003720816446711327	-0.003003245263226189	0.0030255699409476857	-2.7293635112333992E-5	-6.752986822937008E-4	0.003396045801989332	-0.004409516341643022	7.565624457636334E-4	0.0015177187010261637	-7.248967172012914E-4	8.576519895130703E-4	4.2658556845722836E-5	5.136684229449069E-4	-1.5854326372717376E-4	1.279199841558421E-4	4.897559204873486E-5	-8.770804816403334E-5
f3	f	f3	l	-0.06095258669519061	0.008936076798794535	-0.008285183669072976	3.646341994433913E-4	-0.002733010072764716	0.01682342917684219	-0.012699806972072328	-0.005470123864459461	0.0023739872691458637	0.013136009331955719	9.167240520071858E-4	-0.004973112820135303	0.005725913844634746	2.5314516968156717E-4	-0.0016546111472123186	0.0010894791994087872	0.004888712463048264	-0.004158417928509842	0.003736792535151224	-5.905038247504227E-4	-5.48886345166593E-4	0.002247568515619791	-2.8612181166564113E-4	5.365088441677715E-4	6.497980430768495E-4	1.531492298982801E-4	-2.024339802002219E-5	5.69206014061478E-5	4.171444731216589E-5	1.1248691321208129E-4
f30	f	f30	l	0.006147811812413994	-0.010519763718490572	0.02871919506627511	-0.002195461294707169	-0.006813384846066172	0.011168042581905437	0.006161755154385176	-0.006653362612792298	1.8269170786424076E-5	-0.0071405773085803925	0.005471794604261692	-8.645606211486949E-4	0.0027396948306364563	-0.004719442052154791	4.995610859627996E-4	-0.005334046729331856	0.001092322440573576	-0.005626042663332426	0.001677723649593046	0.002835669156418214	0.0035008578191182307	-0.002130974037375055	-7.339662365499066E-4	-2.4889721313720655E-4	-3.0223976841284197E-5	2.1913353877489573E-4	-1.6694160696894357E-4	8.88879842474074E-5	5.56969243568646E-5	-8.500346614118121E-5
f31	f	f31	l	-0.01383566023280558	-0.015368626120563923	0.010294700719052955	-0.012536737797987668	0.008296579879122308	-0.007730147419228669	0.00798858717394884	-0.0030732382409269605	-1.6256338672909917E-4	-0.00200638642738233	-0.004907916143569827	0.0011269673229955457	0.005511386446971228	-0.0033242217510461728	-0.004303992870994722	-7.984235038851036E-5	-0.00204215238500448	-0.0012665320818844017	-0.0024399478372777736	-3.448938473814145E-4	-8.873039034621392E-4	-0.0014454592065970958	-9.327727795066157E-4	0.0012629577560102914	1.3853529388581397E-4	3.6086380068528576E-6	-2.424459047721057E-4	-3.12767939890584E-4	3.802167129433037E-4	-1.3694830738923512E-4
f32	f	f32	l	-0.001699462594226653	-0.016176949508320878	0.007610552337723691	0.009511378395709919	-0.00410605066066666	0.016938832088653398	-0.008641182003987818	0.0027837508785791033	-0.013287280217127901	0.003553917336551426	-0.008729099052194107	-0.0077507915074957155	1.0803923749647625E-4	0.005183031670140313	-0.004201770101763343	-9.462652003400646E-4	9.771636362070262E-4	-0.0016440662497259457	9.924758206874206E-4	-0.002350913663258236	-9.332233859694577E-4	6.337560874491266E-4	-7.73351029283349E-5	3.5488234749245614E-4	7.089843773448567E-4	-2.6759211843943196E-4	-4.077758042482382E-4	-1.4077236507532641E-4	-1.4026055470837433E-4	-6.927673832636061E-6
f33	f	f33	l	-0.013551975648403922	-0.010955368084012948	0.005083798773369788	-0.0017708245960766729	0.0041513411473622095	0.0032851929565619912	0.0018000695632432026	0.006124566314286354	0.001687473914184831	-1.8666181906921487E-4	0.0010633399819229181	0.014462809098010369	0.0014155899123938509	0.002459446573836716	-0.004114198497028964	-6.052731202281258E-4	0.00462887715440029	-0.0016324801089044366	0.0023070363808561836	0.0016925606355879625	0.0019211989566154113	-0.0021999926665786725	-2.508602293709971E-4	7.529421537189019E-4	5.216261023024399E-4	-3.3132501906503E-4	-8.929855123051558E-5	1.0331250855533973E-4	1.7183546753598964E-4	-1.1203728708611567E-6
f34	f	f34	l	0.01376677855113298	-0.01906122519582576	0.01861022598176595	-0.00869716557121458	0.0057126799334752424	-0.0018850847889689496	-0.008092576289419343	0.004854956669431632	-0.006059152602965945	0.017618656392881803	-0.003846096169798043	-0.008646568304155626	-0.0016193344223348982	0.0017307111645203936	0.0022199097448370826	-0.002504360138448055	0.002226315637893736	-5.670040397203833E-4	-4.593376494373639E-4	0.001946861740550854	-0.0016974526532467665	0.0010064207347768575	4.767896712980918E-6	0.0012283711065738095	1.2049003048370628E-4	6.072161970069017E-4	3.6860974258536515E-4	-4.30483449280146E-5	4.113921331455188E-5	-1.589124670162983E-5
f35	f	f35	l	-0.012812053502113452	-0.010247611120450193	-0.0022110667197988067	0.0042657493903000806	0.002851212697951837	0.004163107806753955	0.008436294381375845	0.012531916636016143	0.009386565321068584	0.005169440091722492	-0.0017068542903640736	-0.001399992160829552	0.00423295482393881	-0.0037161203800480814	-0.005823996952635477	-0.0036583432866233085	-0.0014701137823214176	6.63976344449996E-5	0.002316504925527557	-0.002588261256494697	0.0025127921059791185	-0.0031903287044445436	0.001273115718888721	1.094970867961308E-4	-4.2599541665457714E-4	2.0253506524196312E-4	-7.927729160097607E-5	-1.2824236056009603E-6	-1.1897149728174764E-4	5.14252819502454E-5
f36	f	f36	l	-0.01848790220466216	-0.01058729003654688	0.011562322560519143	-0.013406641328156315	0.022610338310926438	-0.0065425182317441575	-0.00449298617879259	0.008909033857891486	-3.3577494676820767E-4	-0.005055154018269157	-0.002398180758935607	-0.005681509605879944	0.004708850274483882	-0.00439149234721401	0.0014152837930599	-0.004872367568050824	0.0027888472794596335	0.0021841436571475993	0.002467643074703302	0.003086567141675882	-0.0027029888851929176	-0.0015296845236454375	0.0013851846315104206	-1.820213952057206E-5	3.3893825050417914E-4	2.493888262242683E-5	2.1049748397434114E-5	1.3972169923984281E-5	-1.3840966638865507E-4	2.299251970261046E-4
f37	f	f37	l	0.005113256449260162	-0.02205927155207924	0.002199078430077144	0.0018160847762153278	0.007133458737712782	-0.00196824465983274	0.006411041733620114	0.016490955352000125	0.002062086553382849	0.005930800158052763	-6.554659079298071E-4	-5.774596956234447E-5	-0.0032080402590136756	0.002178004117212117	3.1333317756760483E-4	-0.007325599207658928	-0.0025817256551938883	-0.0018004152009274891	-0.006501292566450037	0.0020968044463357638	-0.002295012400410714	-7.323007774802479E-5	-1.451615798389119E-4	-7.355106519059511E-4	-5.324454830214998E-4	8.748574030199646E-5	-6.033593626646053E-5	6.0469811191953555E-5	-8.562993627120735E-5	1.8517340134322054E-5
f38	f	f38	l	0.006704947657871148	-0.010779575498426066	0.022442017318893927	0.007610717300466731	0.005655171924016315	0.0087754980328738	1.2445450624287268E-4	-0.004544221219435507	-0.005996157406220934	-0.0036023323544427653	-0.008661400158795577	-8.724232660777144E-4	6.259295643549937E-4	-0.0010946376468189255	0.001607719556319978	-0.0017636360433337967	0.001573436501848333	7.800484981274475E-4	0.0015957000571111643	-0.0037929370156973364	-1.0151948576971439E-4	-0.0010521152556845243	1.9342050136690494E-4	4.08652476389362E-4	-5.439802744839793E-5	3.6755072701567327E-4	3.599201407912154E-5	1.1930611943032166E-5	9.593201456463163E-5	5.113318756668823E-5
f39	f	f39	l	0.0251392298521806	-0.021019749092178398	0.01522156872701146	-0.0125160225090935	0.025006465779321953	0.016286727295705305	0.01109483949526242	0.0013578881820964597	4.50309123663388E-4	-0.007434680452294326	-0.005006011975796072	1.4624479998666005E-4	0.00198997453991875	0.00374705865496327	-2.888274401177588E-4	0.004394845934121013	-0.0016599256762745917	-0.0064292017926622655	-0.0016690169586059999	4.7937886430259556E-5	-0.003420009375258606	-2.4182469019837314E-4	-5.068499241918665E-4	-9.738434905584114E-6	5.979951034554749E-4	-1.8932400106051327E-4	2.945717212486026E-4	-1.4993689549773655E-5	-1.7360857560187715E-4	6.386913265901475E-5
f4	f	f4	l	-0.0226786700279943	-0.026685664323176598	-0.0034390036439715618	-0.007586413673443941	-0.008473459008350762	0.004532610019989068	-0.012338397781233195	-0.0019573664164210165	0.002907862481177598	-0.002806535479974598	0.003822368884984518	-0.0014678305788328508	-0.004169011266691096	0.0072002421434930325	-0.0026637761147508708	-0.002028629451750134	-4.7104591809353486E-4	0.0016383047606938468	-9.968423577272668E-4	-0.0018095381746229095	-3.412355345181097E-4	-0.0017108000221807912	-0.0018980351805371228	-0.001465951265281665	0.0013835321330492691	0.0013620052561360376	0.0017156776999072364	-4.742646995978792E-4	-3.2412300167034594E-5	-7.035264601271441E-5
f40	f	f40	l	-0.029756317351317948	-0.013122563754345474	-3.345136650065466E-4	-0.014690119147537139	-0.0020395956811373552	-0.0029584364841834564	0.018034004107443335	0.003012195046327115	-0.004269741050051275	0.005402344631655778	0.004547430294845956	-0.0018666846225514379	0.0028006851148358516	-0.003436212728560013	0.011710168069385324	-0.0027404962332233727	0.0022015715353269614	-0.004572465260213545	0.0038108325796475137	-2.84298101988351E-4	0.0011859666590378773	-6.464133914421131E-4	-9.845387118885334E-5	0.0011246865049559368	6.112468930058927E-4	-3.713648233396689E-4	2.000096356591795E-4	-2.1857121400987935E-4	2.0959941758762462E-4	1.5723106065386257E-4
f41	f	f41	l	-0.004681515742153551	-0.021330645826201384	0.006379717262669402	-0.011922831128117605	0.0020164521714435674	-0.01002185121794354	0.01797991528876488	0.0030708922532329008	0.0016017221021462258	0.0036006237106041127	0.00840408041006729	7.593596997614875E-4	0.0015336355652184144	0.003000821125156319	0.009882508159858715	7.584237816152448E-5	-0.0023037179260855783	6.792043835350372E-4	-9.183950625751535E-4	0.001059895174017078	0.0022485816796091436	0.0015477976238991425	-3.861448937622986E-4	2.3521348172640872E-4	-5.192127808965357E-4	2.0304247231954E-4	1.440656964397754E-4	-5.686307991062666E-5	-1.1976580872277594E-4	-1.385520138674752E-4
f42	f	f42	l	0.01128125884609205	-0.01472486295351539	5.756708127354522E-4	-4.758638187719799E-4	-0.012762195070064547	0.005886082899330522	0.020604430796064256	0.0014107627074346214	0.008280576451161158	0.0072066656658098804	0.0033204161587646617	-0.008814914098289071	0.008329463602044647	0.0024607337706319806	-0.004778773796402284	-0.0015117269225925789	0.0022342161237980792	0.0015895750790434397	-0.0028094016355861558	-0.002786110565731504	-0.0011279060332239003	7.804538145258084E-4	-4.209870656450591E-4	-6.313619901432883E-4	-2.8529537487197696E-4	-1.94107047270626E-4	-8.553995137537722E-5	-2.9569717714849535E-4	1.619099683680253E-4	1.937231804332838E-4
f43	f	f43	l	-0.009507446482211893	-0.012465433208256861	0.021566202600057552	0.009570586013411979	0.001935520076009187	0.006365310997668426	-0.0015027215096500728	-0.0024469638146842007	-0.005100337711573366	-0.005918739654155289	-0.0030861391018862346	-0.0072883798604923295	0.0012244849855626134	-7.04682391073581E-4	-0.0018477299756494087	-0.0023668240005657944	-0.002610803051687587	7.268442795334267E-4	0.005364203516498646	0.004300722006670178	0.001721287560001542	0.0012291422908123186	6.17247776443482E-6	-8.48262765247828E-4	2.0138840396861945E-4	1.279470469493828E-5	2.795554685927317E-5	2.537004037081079E-4	1.372453664325569E-4	-1.6219707161153774E-4
f44	f	f44	l	-0.0035585518234344375	-0.013503576984034635	0.01514264285788956	-1.4563537268333387E-4	0.003766585845628507	-0.012536852049396797	0.004247448022027915	0.004642543342717236	1.1535575333332859E-5	-0.00311079572105908	-0.0015551146640119004	0.004122982785961015	0.0037360814490696483	0.0017241871558848457	0.005454301073210203	-0.001111322604719328	-0.00322103033852145	-8.55147492395833E-5	0.003778565156629678	9.315462382283295E-4	-0.0013900618800948151	0.0012105176425099848	-0.0010685107918467298	4.0904676624984584E-4	-4.6401965890069115E-4	2.03136558620551E-4	8.130759938512847E-5	9.455205622965456E-5	-5.341349020518986E-5	-1.369996262904519E-4
f45	f	f45	l	-0.002656286335193854	-7.637804231774044E-4	0.025246699409781866	-0.019154981473611398	-3.921348542056736E-4	-0.0034445977542196782	0.01459489187509423	0.009157926729584785	0.007428204495344163	0.00767994714945091	-3.1956476974299975E-4	-0.0058713398699606865	-8.906765459221406E-4	0.006650047503429601	-0.005241328201714838	3.227428787099274E-4	5.91593407520651E-4	0.0017123429597757237	-2.3347451050762793E-4	7.084661605685251E-5	-0.0018546009900053085	-0.0013679772819069041	7.83039811850024E-4	-0.0014492472669858873	-1.9988106710597644E-4	3.857042103489166E-5	-6.584844374768928E-5	4.2584740951713437E-4	2.3844547080990452E-4	-4.056625366102753E-5
f5	f	f5	l	-0.005566367508628667	-0.048675099107821744	4.6618791914750405E-4	0.006033327400562227	-0.003201036178735481	0.010777696523319742	-0.0035505610543346312	-0.017436811957222537	0.002582372359099492	-0.00323848226042714	-0.008418600621324565	0.009225804348200793	0.0024256727358984657	4.6323462182376054E-5	0.0018947121659335347	-0.0022807641127768436	-0.005572439048255736	0.003177577339094467	-0.002343941848661766	-0.001164524034619678	-0.002109116187197547	3.133744915749502E-4	2.6275798840002054E-4	-1.168119525593854E-4	6.815790788354333E-4	-8.391732447542399E-5	-3.523855131379311E-4	-2.222398928064118E-4	1.5758507542859175E-4	1.4574020072990787E-4
